Product_id,SupplierID,Category,SubCategory,Brand,Product_Name,SellingPrice,CostPrice,Profit,LaunchDate,IsActive
P02558,SUP0068,Grocery,Cooking Oil,Saffola,Saffola Cooking Oil Pro,1483,1335.16,147.84,2019-10-02,Yes
P02559,SUP0056,Grocery,Beverages,Pepsi,Pepsi Beverages Premium,461,435.4,25.6,2020-11-07,Yes
P02560,SUP0005,Fashion,Footwear,Adidas,Adidas Footwear Elite,13369,5830.23,7538.77,2023-10-06,Yes
P02561,SUP0063,Grocery,Beverages,Coca-Cola,Coca-Cola Beverages Pro,1319,1144.11,174.89,2024-06-15,Yes
P02562,SUP0013,Grocery,Cooking Oil,Fortune,Fortune Cooking Oil Pro,823,726.8,96.2,2024-06-18,Yes
P02563,SUP0076,Grocery,Rice,India Gate,India Gate Rice Plus,574,525.94,48.06,2019-02-23,Yes
P02564,SUP0066,Fashion,Men's Wear,US Polo,US Polo Men's Wear Pro,13898,6481.33,7416.67,2020-11-10,Yes
P02565,SUP0020,Electronics,Televisions,TCL,TCL Televisions Pro,132975,115568.36,17406.64,2023-07-30,Yes
P02566,SUP0024,Grocery,Rice,India Gate,India Gate Rice Elite,575,544.57,30.43,2024-07-25,Yes
P02567,SUP0055,Fashion,Women's Wear,H&M,H&M Women's Wear Premium,6016,3671.8,2344.2,2020-09-10,Yes
P02568,SUP0011,Grocery,Cooking Oil,Fortune,Fortune Cooking Oil Standard,1123,989.87,133.13,2022-04-13,Yes
P02569,SUP0037,Fashion,Footwear,Skechers,Skechers Footwear Pro,1263,686.28,576.72,2021-02-14,Yes
P02570,SUP0055,Fashion,Men's Wear,Louis Philippe,Louis Philippe Men's Wear Elite,4283,1849.09,2433.91,2025-09-14,Yes
P02571,SUP0011,Grocery,Cooking Oil,Dhara,Dhara Cooking Oil Standard,837,714.6,122.4,2023-06-16,Yes
P02572,SUP0049,Fashion,Women's Wear,Zara,Zara Women's Wear Premium,1211,557.85,653.15,2019-02-19,Yes
P02573,SUP0072,Electronics,Laptops,HP,HP Laptops Elite,199969,165752.71,34216.29,2025-06-11,Yes
P02574,SUP0038,Grocery,Beverages,Sprite,Sprite Beverages Standard,203,183.28,19.72,2020-06-06,Yes
P02575,SUP0004,Electronics,Smartphones,Samsung,Samsung Smartphones Standard,101670,91319.19,10350.81,2025-06-13,Yes
P02576,SUP0020,Electronics,Smartphones,Samsung,Samsung Smartphones Elite,30584,26966.62,3617.38,2024-06-23,Yes
P02577,SUP0074,Grocery,Beverages,Coca-Cola,Coca-Cola Beverages Premium,105,90.16,14.84,2026-02-13,Yes
P02578,SUP0075,Fashion,Women's Wear,Zara,Zara Women's Wear Elite,6263,4146.29,2116.71,2018-10-24,Yes
P02579,SUP0064,Fashion,Footwear,Puma,Puma Footwear Premium,482,273.84,208.16,2020-12-06,Yes
P02580,SUP0048,Electronics,Televisions,Sony,Sony Televisions Pro,25138,22469.44,2668.56,2022-03-16,Yes
P02581,SUP0001,Electronics,Laptops,Lenovo,Lenovo Laptops Premium,91646,77070.4,14575.6,2021-10-13,Yes
P02582,SUP0077,Electronics,Smartphones,Motorola,Motorola Smartphones Standard,173266,150216.65,23049.35,2018-10-22,Yes
P02583,SUP0044,Grocery,Cooking Oil,Dhara,Dhara Cooking Oil Max,1197,1045.23,151.77,2023-10-08,Yes
P02584,SUP0025,Electronics,Smartphones,Samsung,Samsung Smartphones Elite,16185,13341.16,2843.84,2018-12-21,Yes
P02585,SUP0073,Electronics,Laptops,Asus,Asus Laptops Plus,22430,18071.06,4358.94,2022-04-18,Yes
P02586,SUP0068,Grocery,Rice,India Gate,India Gate Rice Pro,1221,1089.38,131.62,2025-12-23,Yes
P02587,SUP0023,Grocery,Rice,India Gate,India Gate Rice Pro,1897,1777.83,119.17,2026-06-14,Yes
P02588,SUP0035,Grocery,Cooking Oil,Dhara,Dhara Cooking Oil Pro,955,888.31,66.69,2024-01-11,Yes
P02589,SUP0041,Fashion,Men's Wear,Louis Philippe,Louis Philippe Men's Wear Plus,1251,875.25,375.75,2024-07-19,Yes
P02590,SUP0046,Grocery,Rice,Daawat,Daawat Rice Elite,886,774.13,111.87,2024-02-07,Yes
P02591,SUP0055,Fashion,Footwear,Skechers,Skechers Footwear Premium,7799,5103.79,2695.21,2019-10-13,Yes
P02592,SUP0019,Grocery,Rice,India Gate,India Gate Rice Plus,1631,1541.7,89.3,2025-06-13,Yes
P02593,SUP0047,Electronics,Smartphones,Apple,Apple Smartphones Plus,12600,10308.66,2291.34,2019-10-09,Yes
P02594,SUP0080,Grocery,Beverages,Fanta,Fanta Beverages Pro,1878,1711.34,166.66,2023-01-08,Yes
P02595,SUP0041,Fashion,Women's Wear,Global Desi,Global Desi Women's Wear Elite,12712,7516.02,5195.98,2025-11-05,Yes
P02596,SUP0039,Fashion,Women's Wear,H&M,H&M Women's Wear Elite,1747,704.5,1042.5,2024-09-19,Yes
P02597,SUP0011,Grocery,Cooking Oil,Fortune,Fortune Cooking Oil Plus,1521,1332.42,188.58,2025-01-14,No
P02598,SUP0011,Grocery,Beverages,Pepsi,Pepsi Beverages Pro,1351,1192.72,158.28,2024-10-29,Yes
P02599,SUP0035,Grocery,Rice,India Gate,India Gate Rice Standard,1246,1101.53,144.47,2025-07-31,Yes
P02600,SUP0071,Fashion,Men's Wear,Louis Philippe,Louis Philippe Men's Wear Plus,12235,5242.61,6992.39,2020-04-02,Yes
P02601,SUP0074,Grocery,Rice,Daawat,Daawat Rice Premium,1732,1531.11,200.89,2021-11-20,Yes
P02602,SUP0064,Fashion,Footwear,Puma,Puma Footwear Standard,10012,4101.0,5911.0,2021-09-30,Yes
P02603,SUP0023,Grocery,Cooking Oil,Dhara,Dhara Cooking Oil Max,1905,1774.65,130.35,2024-06-29,Yes
P02604,SUP0002,Fashion,Footwear,Bata,Bata Footwear Plus,3925,1818.27,2106.73,2022-04-22,Yes
P02605,SUP0073,Electronics,Smartphones,Motorola,Motorola Smartphones Elite,114527,102681.76,11845.24,2026-03-26,Yes
P02606,SUP0059,Fashion,Women's Wear,H&M,H&M Women's Wear Plus,2567,1691.95,875.05,2024-07-28,Yes
P02607,SUP0056,Grocery,Rice,Daawat,Daawat Rice Premium,858,803.46,54.54,2019-05-04,Yes
P02608,SUP0050,Electronics,Laptops,Dell,Dell Laptops Elite,4551,3705.79,845.21,2025-10-26,Yes
P02609,SUP0071,Fashion,Women's Wear,Biba,Biba Women's Wear Standard,1649,722.0,927.0,2026-01-14,Yes
P02610,SUP0069,Fashion,Footwear,Adidas,Adidas Footwear Standard,12960,6188.21,6771.79,2019-01-19,Yes
P02611,SUP0033,Fashion,Men's Wear,Levi's,Levi's Men's Wear Standard,10907,6347.59,4559.41,2022-01-11,Yes
P02612,SUP0044,Grocery,Rice,India Gate,India Gate Rice Premium,997,908.39,88.61,2021-07-01,Yes
P02613,SUP0015,Grocery,Rice,Fortune,Fortune Rice Premium,50,46.93,3.07,2021-03-05,Yes
P02614,SUP0079,Grocery,Beverages,Sprite,Sprite Beverages Pro,1453,1264.73,188.27,2025-06-08,Yes
P02615,SUP0048,Electronics,Smartphones,Motorola,Motorola Smartphones Standard,123548,103363.18,20184.82,2025-12-13,Yes
P02616,SUP0007,Grocery,Rice,Daawat,Daawat Rice Elite,1613,1494.8,118.2,2019-01-09,Yes
P02617,SUP0073,Electronics,Laptops,HP,HP Laptops Plus,35834,30679.95,5154.05,2024-10-20,Yes
P02618,SUP0063,Grocery,Rice,India Gate,India Gate Rice Premium,102,88.98,13.02,2023-01-29,Yes
P02619,SUP0074,Grocery,Rice,Fortune,Fortune Rice Max,1200,1121.41,78.59,2026-02-01,Yes
P02620,SUP0017,Electronics,Laptops,Lenovo,Lenovo Laptops Pro,166361,148563.36,17797.64,2023-01-18,Yes
P02621,SUP0048,Electronics,Smartphones,Apple,Apple Smartphones Pro,134445,118005.94,16439.06,2026-03-22,Yes
P02622,SUP0049,Fashion,Footwear,Nike,Nike Footwear Elite,2456,1685.49,770.51,2020-08-09,Yes
P02623,SUP0049,Fashion,Footwear,Puma,Puma Footwear Max,8304,4014.84,4289.16,2024-08-01,No
P02624,SUP0044,Grocery,Cooking Oil,Fortune,Fortune Cooking Oil Premium,1049,984.52,64.48,2018-11-26,Yes
P02625,SUP0022,Fashion,Men's Wear,Levi's,Levi's Men's Wear Plus,7048,4575.52,2472.48,2025-11-17,Yes
P02626,SUP0038,Grocery,Cooking Oil,Saffola,Saffola Cooking Oil Elite,1313,1173.48,139.52,2025-04-27,Yes
P02627,SUP0057,Fashion,Men's Wear,Van Heusen,Van Heusen Men's Wear Max,5485,3130.6,2354.4,2025-04-18,Yes
P02628,SUP0016,Fashion,Footwear,Skechers,Skechers Footwear Plus,2200,1256.92,943.08,2023-08-19,Yes
P02629,SUP0069,Fashion,Men's Wear,US Polo,US Polo Men's Wear Pro,8501,5267.63,3233.37,2023-05-21,Yes
P02630,SUP0023,Grocery,Rice,Fortune,Fortune Rice Elite,455,401.2,53.8,2021-08-24,Yes
P02631,SUP0025,Electronics,Laptops,HP,HP Laptops Standard,136237,121987.07,14249.93,2018-09-02,Yes
P02632,SUP0077,Electronics,Laptops,HP,HP Laptops Plus,14018,12027.14,1990.86,2021-02-15,Yes
P02633,SUP0072,Electronics,Smartphones,OnePlus,OnePlus Smartphones Standard,71990,60801.3,11188.7,2025-01-02,Yes
P02634,SUP0047,Electronics,Laptops,Dell,Dell Laptops Elite,21710,18640.66,3069.34,2025-05-12,Yes
P02635,SUP0072,Electronics,Smartphones,Google,Google Smartphones Plus,163896,147433.88,16462.12,2025-02-11,Yes
P02636,SUP0049,Fashion,Men's Wear,Allen Solly,Allen Solly Men's Wear Max,7146,3365.26,3780.74,2025-06-05,Yes
P02637,SUP0002,Fashion,Women's Wear,Global Desi,Global Desi Women's Wear Premium,10176,6325.47,3850.53,2025-10-19,Yes
P02638,SUP0016,Fashion,Men's Wear,US Polo,US Polo Men's Wear Premium,1992,918.78,1073.22,2021-06-29,Yes
P02639,SUP0008,Electronics,Laptops,HP,HP Laptops Premium,149084,124849.58,24234.42,2018-10-29,Yes
P02640,SUP0001,Electronics,Televisions,LG,LG Televisions Pro,169811,141716.64,28094.36,2025-06-05,Yes
P02641,SUP0035,Grocery,Beverages,Pepsi,Pepsi Beverages Standard,500,454.66,45.34,2020-09-04,Yes
P02642,SUP0011,Grocery,Beverages,Coca-Cola,Coca-Cola Beverages Standard,1546,1385.11,160.89,2022-09-03,Yes
P02643,SUP0013,Grocery,Cooking Oil,Saffola,Saffola Cooking Oil Pro,1181,1060.26,120.74,2019-04-12,Yes
P02644,SUP0040,Fashion,Men's Wear,Allen Solly,Allen Solly Men's Wear Standard,9871,4769.4,5101.6,2026-03-23,Yes
P02645,SUP0070,Grocery,Cooking Oil,Fortune,Fortune Cooking Oil Standard,811,703.59,107.41,2019-09-11,Yes
P02646,SUP0046,Grocery,Cooking Oil,Fortune,Fortune Cooking Oil Elite,1840,1630.85,209.15,2021-07-04,Yes
P02647,SUP0053,Fashion,Men's Wear,Van Heusen,Van Heusen Men's Wear Plus,10829,7078.47,3750.53,2023-12-21,Yes
P02648,SUP0066,Fashion,Footwear,Puma,Puma Footwear Elite,8782,4531.55,4250.45,2024-01-18,Yes
P02649,SUP0013,Grocery,Cooking Oil,Saffola,Saffola Cooking Oil Pro,255,232.69,22.31,2019-08-27,Yes
P02650,SUP0030,Electronics,Laptops,HP,HP Laptops Pro,68436,57823.34,10612.66,2025-04-22,Yes
P02651,SUP0041,Fashion,Footwear,Adidas,Adidas Footwear Premium,713,400.79,312.21,2025-06-09,Yes
P02652,SUP0034,Electronics,Televisions,LG,LG Televisions Pro,26146,22636.86,3509.14,2022-06-15,Yes
P02653,SUP0052,Grocery,Cooking Oil,Dhara,Dhara Cooking Oil Plus,1002,886.49,115.51,2022-01-06,Yes
P02654,SUP0019,Grocery,Rice,India Gate,India Gate Rice Pro,1254,1102.08,151.92,2022-07-13,Yes
P02655,SUP0027,Electronics,Smartphones,OnePlus,OnePlus Smartphones Plus,44228,38737.74,5490.26,2019-08-26,Yes
P02656,SUP0040,Fashion,Men's Wear,US Polo,US Polo Men's Wear Elite,14508,9286.76,5221.24,2026-06-25,No
P02657,SUP0027,Electronics,Smartphones,Apple,Apple Smartphones Pro,130631,107157.19,23473.81,2021-10-19,Yes
P02658,SUP0030,Electronics,Smartphones,Motorola,Motorola Smartphones Max,57753,49718.82,8034.18,2022-03-21,Yes
P02659,SUP0026,Electronics,Smartphones,Apple,Apple Smartphones Elite,28725,23930.76,4794.24,2023-06-27,Yes
P02660,SUP0034,Electronics,Smartphones,Apple,Apple Smartphones Pro,83780,70436.77,13343.23,2023-10-06,Yes
P02661,SUP0065,Grocery,Cooking Oil,Dhara,Dhara Cooking Oil Premium,888,830.24,57.76,2020-08-31,Yes
P02662,SUP0035,Grocery,Cooking Oil,Saffola,Saffola Cooking Oil Elite,876,746.78,129.22,2022-03-01,Yes
P02663,SUP0050,Electronics,Smartphones,Samsung,Samsung Smartphones Plus,180882,145089.59,35792.41,2025-08-08,Yes
P02664,SUP0040,Fashion,Footwear,Nike,Nike Footwear Standard,4683,2209.3,2473.7,2022-06-24,Yes
P02665,SUP0006,Electronics,Televisions,LG,LG Televisions Max,43308,37143.62,6164.38,2023-02-23,Yes
P02666,SUP0075,Fashion,Footwear,Nike,Nike Footwear Elite,9801,6408.16,3392.84,2021-05-20,Yes
P02667,SUP0013,Grocery,Cooking Oil,Saffola,Saffola Cooking Oil Plus,1938,1786.09,151.91,2021-01-11,Yes
P02668,SUP0003,Electronics,Laptops,Lenovo,Lenovo Laptops Premium,89632,72945.85,16686.15,2019-12-08,Yes
P02669,SUP0006,Electronics,Televisions,Sony,Sony Televisions Max,147313,130725.74,16587.26,2023-10-19,Yes
P02670,SUP0004,Electronics,Televisions,Sony,Sony Televisions Premium,162217,130831.99,31385.01,2022-09-04,Yes
P02671,SUP0011,Grocery,Rice,India Gate,India Gate Rice Plus,765,651.76,113.24,2026-06-06,Yes
P02672,SUP0036,Grocery,Rice,India Gate,India Gate Rice Max,1351,1240.17,110.83,2020-07-12,Yes
P02673,SUP0056,Grocery,Beverages,Coca-Cola,Coca-Cola Beverages Plus,678,640.39,37.61,2018-11-20,Yes
P02674,SUP0055,Fashion,Men's Wear,Van Heusen,Van Heusen Men's Wear Premium,10052,5875.35,4176.65,2020-10-01,Yes
P02675,SUP0021,Fashion,Footwear,Nike,Nike Footwear Plus,2007,937.26,1069.74,2020-12-03,Yes
P02676,SUP0037,Fashion,Men's Wear,Levi's,Levi's Men's Wear Premium,10698,6576.53,4121.47,2025-09-20,Yes
P02677,SUP0023,Grocery,Beverages,Sprite,Sprite Beverages Standard,1627,1450.95,176.05,2023-01-13,Yes
P02678,SUP0027,Electronics,Laptops,Asus,Asus Laptops Standard,40330,32513.32,7816.68,2021-04-26,No
P02679,SUP0034,Electronics,Laptops,Lenovo,Lenovo Laptops Standard,164474,144987.5,19486.5,2021-02-25,Yes
P02680,SUP0033,Fashion,Men's Wear,Louis Philippe,Louis Philippe Men's Wear Premium,7570,3947.46,3622.54,2024-04-27,Yes
P02681,SUP0028,Grocery,Rice,Fortune,Fortune Rice Standard,352,325.02,26.98,2024-05-06,Yes
P02682,SUP0006,Electronics,Laptops,Dell,Dell Laptops Max,17825,15503.07,2321.93,2024-07-26,Yes
P02683,SUP0048,Electronics,Televisions,Samsung,Samsung Televisions Standard,3036,2582.92,453.08,2023-04-01,Yes
P02684,SUP0011,Grocery,Beverages,7UP,7UP Beverages Max,1431,1258.0,173.0,2018-08-04,Yes
P02685,SUP0059,Fashion,Women's Wear,Zara,Zara Women's Wear Plus,11623,7604.24,4018.76,2024-06-02,Yes
P02686,SUP0021,Fashion,Women's Wear,Zara,Zara Women's Wear Premium,10578,5504.59,5073.41,2019-02-14,Yes
P02687,SUP0040,Fashion,Footwear,Adidas,Adidas Footwear Standard,12067,5079.19,6987.81,2021-03-24,Yes
P02688,SUP0025,Electronics,Televisions,Sony,Sony Televisions Max,43947,37338.48,6608.52,2023-12-03,Yes
P02689,SUP0073,Electronics,Laptops,Acer,Acer Laptops Elite,147521,132670.18,14850.82,2025-03-18,Yes
P02690,SUP0054,Fashion,Women's Wear,H&M,H&M Women's Wear Plus,10003,5934.31,4068.69,2025-12-29,Yes
P02691,SUP0017,Electronics,Televisions,TCL,TCL Televisions Elite,25922,22550.83,3371.17,2019-10-05,Yes
P02692,SUP0004,Electronics,Smartphones,Samsung,Samsung Smartphones Pro,141696,121191.82,20504.18,2021-05-24,Yes
P02693,SUP0013,Grocery,Beverages,7UP,7UP Beverages Pro,991,856.58,134.42,2019-02-08,Yes
P02694,SUP0065,Grocery,Cooking Oil,Fortune,Fortune Cooking Oil Standard,1091,975.72,115.28,2019-11-04,Yes
P02695,SUP0024,Grocery,Cooking Oil,Saffola,Saffola Cooking Oil Plus,1575,1493.37,81.63,2019-05-27,Yes
P02696,SUP0037,Fashion,Men's Wear,Levi's,Levi's Men's Wear Elite,5126,3204.9,1921.1,2025-03-01,Yes
P02697,SUP0022,Fashion,Footwear,Puma,Puma Footwear Pro,6064,2828.77,3235.23,2026-05-12,Yes
P02698,SUP0050,Electronics,Televisions,TCL,TCL Televisions Pro,46074,38867.07,7206.93,2024-12-12,Yes
P02699,SUP0079,Grocery,Beverages,7UP,7UP Beverages Pro,1216,1128.72,87.28,2021-02-20,Yes
P02700,SUP0065,Grocery,Beverages,Coca-Cola,Coca-Cola Beverages Standard,1431,1269.64,161.36,2024-10-12,Yes
P02701,SUP0022,Fashion,Footwear,Adidas,Adidas Footwear Max,13594,8885.07,4708.93,2023-11-24,Yes
P02702,SUP0072,Electronics,Smartphones,Apple,Apple Smartphones Elite,158969,130821.88,28147.12,2019-07-02,Yes
P02703,SUP0021,Fashion,Men's Wear,Levi's,Levi's Men's Wear Elite,7067,4814.51,2252.49,2018-08-21,Yes
P02704,SUP0018,Fashion,Women's Wear,Biba,Biba Women's Wear Standard,10689,5930.25,4758.75,2021-09-09,Yes
P02705,SUP0044,Grocery,Beverages,7UP,7UP Beverages Pro,893,813.66,79.34,2021-05-15,Yes
P02706,SUP0009,Electronics,Televisions,LG,LG Televisions Elite,96978,84893.43,12084.57,2023-10-18,Yes
P02707,SUP0028,Grocery,Cooking Oil,Fortune,Fortune Cooking Oil Premium,1676,1437.85,238.15,2024-08-21,Yes
P02708,SUP0041,Fashion,Footwear,Skechers,Skechers Footwear Plus,9714,4809.86,4904.14,2023-07-26,Yes
P02709,SUP0033,Fashion,Footwear,Adidas,Adidas Footwear Elite,8577,4360.34,4216.66,2019-12-24,Yes
P02710,SUP0072,Electronics,Smartphones,Google,Google Smartphones Plus,118775,100586.58,18188.42,2022-01-17,Yes
P02711,SUP0010,Grocery,Cooking Oil,Fortune,Fortune Cooking Oil Max,783,680.25,102.75,2022-12-06,Yes
P02712,SUP0017,Electronics,Smartphones,Apple,Apple Smartphones Standard,22905,19171.35,3733.65,2024-12-03,Yes
P02713,SUP0017,Electronics,Laptops,HP,HP Laptops Plus,15309,12984.17,2324.83,2019-06-08,Yes
P02714,SUP0043,Grocery,Cooking Oil,Dhara,Dhara Cooking Oil Elite,572,519.33,52.67,2025-08-29,Yes
P02715,SUP0006,Electronics,Televisions,TCL,TCL Televisions Premium,9961,8213.25,1747.75,2020-02-15,Yes
P02716,SUP0039,Fashion,Women's Wear,Global Desi,Global Desi Women's Wear Standard,5378,2721.92,2656.08,2022-03-20,Yes
P02717,SUP0062,Electronics,Smartphones,Samsung,Samsung Smartphones Pro,34098,30665.91,3432.09,2019-07-29,Yes
P02718,SUP0073,Electronics,Laptops,Asus,Asus Laptops Pro,140774,119377.04,21396.96,2020-05-20,Yes
P02719,SUP0013,Grocery,Cooking Oil,Dhara,Dhara Cooking Oil Max,1004,925.32,78.68,2022-02-18,Yes
P02720,SUP0026,Electronics,Laptops,Dell,Dell Laptops Premium,95900,85007.9,10892.1,2022-12-16,Yes
P02721,SUP0078,Electronics,Televisions,LG,LG Televisions Max,76848,61724.82,15123.18,2026-04-20,Yes
P02722,SUP0025,Electronics,Televisions,LG,LG Televisions Max,185898,156168.59,29729.41,2025-01-06,Yes
P02723,SUP0056,Grocery,Cooking Oil,Saffola,Saffola Cooking Oil Max,851,778.92,72.08,2019-09-30,Yes
P02724,SUP0003,Electronics,Televisions,Panasonic,Panasonic Televisions Plus,3669,3154.75,514.25,2025-03-07,Yes
P02725,SUP0051,Grocery,Beverages,Fanta,Fanta Beverages Premium,1793,1627.23,165.77,2021-08-06,Yes
P02726,SUP0012,Electronics,Smartphones,Apple,Apple Smartphones Plus,113999,96797.7,17201.3,2025-11-19,Yes
P02727,SUP0026,Electronics,Laptops,HP,HP Laptops Max,75497,67001.4,8495.6,2020-01-18,Yes
P02728,SUP0053,Fashion,Women's Wear,Biba,Biba Women's Wear Premium,13167,6656.74,6510.26,2020-01-30,Yes
P02729,SUP0062,Electronics,Televisions,TCL,TCL Televisions Premium,68628,55741.68,12886.32,2023-01-20,Yes
P02730,SUP0038,Grocery,Rice,Fortune,Fortune Rice Standard,989,935.99,53.01,2022-05-22,Yes
P02731,SUP0035,Grocery,Rice,Fortune,Fortune Rice Pro,1361,1205.07,155.93,2022-05-12,Yes
P02732,SUP0075,Fashion,Women's Wear,H&M,H&M Women's Wear Max,9045,4629.76,4415.24,2024-02-29,Yes
P02733,SUP0075,Fashion,Women's Wear,Biba,Biba Women's Wear Standard,2182,1396.45,785.55,2025-04-30,Yes
P02734,SUP0060,Electronics,Televisions,TCL,TCL Televisions Max,41014,33253.63,7760.37,2020-12-14,Yes
P02735,SUP0044,Grocery,Beverages,Sprite,Sprite Beverages Standard,1975,1785.26,189.74,2020-12-24,Yes
P02736,SUP0055,Fashion,Women's Wear,Zara,Zara Women's Wear Max,11047,6500.36,4546.64,2021-10-24,Yes
P02737,SUP0050,Electronics,Smartphones,Apple,Apple Smartphones Elite,195972,173562.13,22409.87,2022-07-23,Yes
P02738,SUP0060,Electronics,Laptops,Dell,Dell Laptops Pro,139005,118716.23,20288.77,2019-01-01,Yes
P02739,SUP0005,Fashion,Women's Wear,Zara,Zara Women's Wear Premium,10526,6433.26,4092.74,2026-02-12,Yes
P02740,SUP0044,Grocery,Rice,Fortune,Fortune Rice Premium,1242,1153.37,88.63,2025-08-08,Yes
P02741,SUP0033,Fashion,Footwear,Puma,Puma Footwear Pro,8989,5262.15,3726.85,2018-08-25,Yes
P02742,SUP0078,Electronics,Laptops,Lenovo,Lenovo Laptops Plus,147635,123154.23,24480.77,2021-10-09,Yes
P02743,SUP0079,Grocery,Beverages,Pepsi,Pepsi Beverages Plus,715,676.67,38.33,2023-06-19,Yes
P02744,SUP0053,Fashion,Footwear,Skechers,Skechers Footwear Max,6109,4020.28,2088.72,2023-12-04,Yes
P02745,SUP0078,Electronics,Smartphones,Motorola,Motorola Smartphones Elite,185281,164490.64,20790.36,2023-11-29,Yes
P02746,SUP0065,Grocery,Rice,Daawat,Daawat Rice Plus,1250,1148.56,101.44,2021-10-21,Yes
P02747,SUP0007,Grocery,Rice,India Gate,India Gate Rice Elite,1664,1502.39,161.61,2021-08-02,Yes
P02748,SUP0032,Electronics,Smartphones,OnePlus,OnePlus Smartphones Plus,191591,171693.69,19897.31,2021-12-28,Yes
P02749,SUP0077,Electronics,Laptops,Dell,Dell Laptops Standard,115622,92827.3,22794.7,2019-02-03,Yes
P02750,SUP0070,Grocery,Rice,India Gate,India Gate Rice Plus,682,613.53,68.47,2018-12-18,Yes
P02751,SUP0033,Fashion,Footwear,Puma,Puma Footwear Pro,5598,3060.74,2537.26,2023-12-13,Yes
P02752,SUP0023,Grocery,Beverages,7UP,7UP Beverages Plus,724,626.77,97.23,2022-12-16,Yes
P02753,SUP0049,Fashion,Women's Wear,Zara,Zara Women's Wear Standard,4395,2788.55,1606.45,2020-01-24,Yes
P02754,SUP0073,Electronics,Laptops,HP,HP Laptops Plus,21943,19170.1,2772.9,2023-07-03,Yes
P02755,SUP0054,Fashion,Footwear,Skechers,Skechers Footwear Max,14054,6841.54,7212.46,2023-06-26,Yes
P02756,SUP0043,Grocery,Rice,Daawat,Daawat Rice Plus,1812,1649.42,162.58,2018-08-22,Yes
P02757,SUP0020,Electronics,Smartphones,Apple,Apple Smartphones Premium,171060,145222.47,25837.53,2025-09-12,Yes
P02758,SUP0066,Fashion,Women's Wear,W,W Women's Wear Pro,5618,2973.1,2644.9,2024-11-12,Yes
P02759,SUP0025,Electronics,Televisions,Samsung,Samsung Televisions Plus,176342,153977.51,22364.49,2024-03-31,Yes
P02760,SUP0021,Fashion,Men's Wear,US Polo,US Polo Men's Wear Pro,1018,408.91,609.09,2020-02-15,Yes
P02761,SUP0054,Fashion,Footwear,Puma,Puma Footwear Elite,9387,4768.22,4618.78,2022-01-15,Yes
P02762,SUP0060,Electronics,Smartphones,Google,Google Smartphones Standard,41345,35200.09,6144.91,2020-06-13,Yes
P02763,SUP0071,Fashion,Men's Wear,Levi's,Levi's Men's Wear Standard,3482,1649.9,1832.1,2023-11-14,Yes
P02764,SUP0041,Fashion,Footwear,Bata,Bata Footwear Max,14765,6847.72,7917.28,2019-08-08,Yes
P02765,SUP0056,Grocery,Beverages,7UP,7UP Beverages Plus,716,666.1,49.9,2024-11-23,Yes
P02766,SUP0032,Electronics,Smartphones,OnePlus,OnePlus Smartphones Standard,125070,107322.12,17747.88,2019-01-11,Yes
P02767,SUP0032,Electronics,Televisions,TCL,TCL Televisions Elite,6899,5899.12,999.88,2024-07-24,Yes
P02768,SUP0057,Fashion,Footwear,Skechers,Skechers Footwear Pro,9147,3985.76,5161.24,2021-08-22,Yes
P02769,SUP0043,Grocery,Rice,Fortune,Fortune Rice Premium,744,699.73,44.27,2022-05-03,Yes
P02770,SUP0057,Fashion,Women's Wear,Global Desi,Global Desi Women's Wear Premium,8272,3919.86,4352.14,2022-02-12,Yes
P02771,SUP0053,Fashion,Women's Wear,Global Desi,Global Desi Women's Wear Plus,4586,2666.3,1919.7,2025-01-23,Yes
P02772,SUP0029,Electronics,Televisions,Samsung,Samsung Televisions Max,197889,175243.88,22645.12,2021-03-31,Yes
P02773,SUP0064,Fashion,Men's Wear,Louis Philippe,Louis Philippe Men's Wear Plus,10350,4563.37,5786.63,2021-12-21,Yes
P02774,SUP0017,Electronics,Smartphones,Motorola,Motorola Smartphones Premium,152209,127612.18,24596.82,2024-04-25,Yes
P02775,SUP0015,Grocery,Rice,India Gate,India Gate Rice Plus,1765,1612.56,152.44,2018-11-06,Yes
P02776,SUP0034,Electronics,Smartphones,Google,Google Smartphones Plus,4859,4252.48,606.52,2019-06-30,Yes
P02777,SUP0032,Electronics,Laptops,Dell,Dell Laptops Premium,107770,93681.45,14088.55,2023-11-24,Yes
P02778,SUP0073,Electronics,Televisions,Panasonic,Panasonic Televisions Premium,73570,63798.08,9771.92,2019-07-30,Yes
P02779,SUP0026,Electronics,Laptops,Acer,Acer Laptops Elite,51475,45391.99,6083.01,2023-02-03,Yes
P02780,SUP0072,Electronics,Laptops,Asus,Asus Laptops Plus,103102,90295.2,12806.8,2026-05-17,Yes
P02781,SUP0057,Fashion,Men's Wear,Van Heusen,Van Heusen Men's Wear Elite,2197,1138.89,1058.11,2022-11-16,Yes
P02782,SUP0047,Electronics,Televisions,Panasonic,Panasonic Televisions Elite,173681,144986.02,28694.98,2025-12-08,Yes
P02783,SUP0001,Electronics,Laptops,Acer,Acer Laptops Pro,123490,103919.55,19570.45,2019-03-07,Yes
P02784,SUP0045,Fashion,Men's Wear,Allen Solly,Allen Solly Men's Wear Pro,12622,6713.86,5908.14,2023-01-19,Yes
P02785,SUP0002,Fashion,Footwear,Skechers,Skechers Footwear Max,4708,2543.57,2164.43,2025-11-07,Yes
